词典中最大码字：255; 输入码字：91，对应词条：91; 输出词条: 91没有新词条 
词典中最大码字：1812; 输入码字：1006，对应词条：151-148-149; 输出词条: 151-148-149; 新词条：148-151-149-151-148-151-148151
词典中最大码字：1813; 输入码字：1187，对应词条：148-151-143; 输出词条: 148-151-143; 新词条：151-148-149148
词典中最大码字：1814; 输入码字：1280，对应词条：248-248-248-248-248-248-248; 输出词条: 248-248-248-248-248-248-248; 新词条：148-151-143248
词典中最大码字：1815; 输入码字：1674，对应词条：141-248-248; 输出词条: 141-248-248; 新词条：248-248-248-248-248-248-248141
词典中最大码字：1816; 输入码字：1521，对应词条：143-248-141; 输出词条: 143-248-141; 新词条：141-248-248143
词典中最大码字：1817; 输入码字：1282，对应词条：141-141-141-141-136-141; 输出词条: 141-141-141-141-136-141; 新词条：143-248-141141
词典中最大码字：1818; 输入码字：1014，对应词条：133-136-133-136-133-133-133; 输出词条: 133-136-133-136-133-133-133; 新词条：141-141-141-141-136-141133
词典中最大码字：1819; 输入码字：1749，对应词条：248-248-248-133-248-248; 输出词条: 248-248-248-133-248-248; 新词条：133-136-133-136-133-133-133248
词典中最大码字：1820; 输入码字：1653，对应词条：133-125-133-248; 输出词条: 133-125-133-248; 新词条：248-248-248-133-248-248133
词典中最大码字：1821; 输入码字：1369，对应词条：248-125-125-125; 输出词条: 248-125-125-125; 新词条：133-125-133-248248
词典中最大码字：1822; 输入码字：1108，对应词条：125-125-125-122-125; 输出词条: 125-125-125-122-125; 新词条：248-125-125-125125
词典中最大码字：1823; 输入码字：1413，对应词条：248-125-117; 输出词条: 248-125-117; 新词条：125-125-125-122-125248
词典中最大码字：1824; 输入码字：1531，对应词条：122-248-117; 输出词条: 122-248-117; 新词条：248-125-117122
词典中最大码字：1825; 输入码字：1414，对应词条：117-248-117; 输出词条: 117-248-117; 新词条：122-248-117117
词典中最大码字：1826; 输入码字：672，对应词条：117-114-117; 输出词条: 117-114-117; 新词条：117-248-117117
词典中最大码字：1827; 输入码字：1374，对应词条：248-117-248; 输出词条: 248-117-248; 新词条：117-114-117248
词典中最大码字：1828; 输入码字：1207，对应词条：114-114-115; 输出词条: 114-114-115; 新词条：248-117-248114
词典中最大码字：1829; 输入码字：1245，对应词条：109-248; 输出词条: 109-248; 新词条：114-114-115109
词典中最大码字：1830; 输入码字：1209，对应词条：109-109-107-109; 输出词条: 109-109-107-109; 新词条：109-248109
词典中最大码字：1831; 输入码字：679，对应词条：107-109-106; 输出词条: 107-109-106; 新词条：109-109-107-109107
词典中最大码字：1832; 输入码字：1211，对应词条：109-106-167-159; 输出词条: 109-106-167-159; 新词条：107-109-106109
词典中最大码字：1833; 输入码字：161，对应词条：161; 输出词条: 161; 新词条：109-106-167-159161
词典中最大码字：1834; 输入码字：1462，对应词条：248-248-248-248-145; 输出词条: 248-248-248-248-145; 新词条：161248
词典中最大码字：1835; 输入码字：1542，对应词条：145-248-248; 输出词条: 145-248-248; 新词条：248-248-248-248-145145
词典中最大码字：1836; 输入码字：1123，对应词条：136-136; 输出词条: 136-136; 新词条：145-248-248136
词典中最大码字：1837; 输入码字：1765，对应词条：248-248-128-128; 输出词条: 248-248-128-128; 新词条：136-136248
词典中最大码字：1838; 输入码字：1220，对应词条：91-99-91-99-99; 输出词条: 91-99-91-99-99; 新词条：248-248-128-12891
词典中最大码字：1839; 输入码字：91，对应词条：91; 输出词条: 91; 新词条：91-99-91-99-9991
词典中最大码字：1840; 输入码字：85，对应词条：85; 输出词条: 85; 新词条：9185
词典中最大码字：1841; 输入码字：113，对应词条：113; 输出词条: 113; 新词条：85113
词典中最大码字：1842; 输入码字：192，对应词条：192; 输出词条: 192; 新词条：113192
词典中最大码字：1843; 输入码字：199，对应词条：199; 输出词条: 199; 新词条：192199
词典中最大码字：1844; 输入码字：152，对应词条：152; 输出词条: 152; 新词条：199152
词典中最大码字：1845; 输入码字：113，对应词条：113; 输出词条: 113; 新词条：152113
词典中最大码字：1846; 输入码字：81，对应词条：81; 输出词条: 81; 新词条：11381
词典中最大码字：1847; 输入码字：51，对应词条：51; 输出词条: 51; 新词条：8151
词典中最大码字：1848; 输入码字：86，对应词条：86; 输出词条: 86; 新词条：5186
词典中最大码字：1849; 输入码字：133，对应词条：133; 输出词条: 133; 新词条：86133
词典中最大码字：1850; 输入码字：154，对应词条：154; 输出词条: 154; 新词条：133154
词典中最大码字：1851; 输入码字：174，对应词条：174; 输出词条: 174; 新词条：154174
词典中最大码字：1852; 输入码字：180，对应词条：180; 输出词条: 180; 新词条：174180
词典中最大码字：1853; 输入码字：191，对应词条：191; 输出词条: 191; 新词条：180191
词典中最大码字：1854; 输入码字：1781，对应词条：196-200; 输出词条: 196-200; 新词条：191196
词典中最大码字：1855; 输入码字：196，对应词条：196; 输出词条: 196; 新词条：196-200196
词典中最大码字：1856; 输入码字：162，对应词条：162; 输出词条: 162; 新词条：196162
词典中最大码字：1857; 输入码字：1639，对应词条：109-106-109-107; 输出词条: 109-106-109-107; 新词条：162109
词典中最大码字：1858; 输入码字：109，对应词条：109; 输出词条: 109; 新词条：109-106-109-107109
词典中最大码字：1859; 输入码字：1242，对应词条：217-211; 输出词条: 217-211; 新词条：109217
词典中最大码字：1860; 输入码字：1244，对应词条：109-109-109-115-109; 输出词条: 109-109-109-115-109; 新词条：217-211109
词典中最大码字：1861; 输入码字：1610，对应词条：115-248; 输出词条: 115-248; 新词条：109-109-109-115-109115
词典中最大码字：1862; 输入码字：1827，对应词条：117-114-117-248; 输出词条: 117-114-117-248; 新词条：115-248117
词典中最大码字：1863; 输入码字：1372，对应词条：117-117-117-248-117; 输出词条: 117-117-117-248-117; 新词条：117-114-117-248117
词典中最大码字：1864; 输入码字：589，对应词条：117-117-117; 输出词条: 117-117-117; 新词条：117-117-117-248-117117
词典中最大码字：1865; 输入码字：1109，对应词条：125-122-125; 输出词条: 125-122-125; 新词条：117-117-117125
词典中最大码字：1866; 输入码字：1334，对应词条：122-248-125; 输出词条: 122-248-125; 新词条：125-122-125122
词典中最大码字：1867; 输入码字：1722，对应词条：125-248-125-125-125; 输出词条: 125-248-125-125-125; 新词条：122-248-125125
词典中最大码字：1868; 输入码字：1577，对应词条：125-133-125-133-125-133; 输出词条: 125-133-125-133-125-133; 新词条：125-248-125-125-125125
词典中最大码字：1869; 输入码字：848，对应词条：133-133-133-133-133-133-133; 输出词条: 133-133-133-133-133-133-133; 新词条：125-133-125-133-125-133133
词典中最大码字：1870; 输入码字：1580，对应词条：136-133-248; 输出词条: 136-133-248; 新词条：133-133-133-133-133-133-133136
词典中最大码字：1871; 输入码字：610，对应词条：133-141; 输出词条: 133-141; 新词条：136-133-248133
词典中最大码字：1872; 输入码字：1728，对应词条：136-141-136-141-141-141-141; 输出词条: 136-141-136-141-141-141-141; 新词条：133-141136
词典中最大码字：1873; 输入码字：1584，对应词条：144-141-144-141-144-143; 输出词条: 144-141-144-141-144-143; 新词条：136-141-136-141-141-141-141144
词典中最大码字：1874; 输入码字：1427，对应词条：144-143-149-144; 输出词条: 144-143-149-144; 新词条：144-141-144-141-144-143144
词典中最大码字：1875; 输入码字：1266，对应词条：149-143-151-149-151; 输出词条: 149-143-151-149-151; 新词条：144-143-149-144149
词典中最大码字：1876; 输入码字：1004，对应词条：148-151-149-151; 输出词条: 148-151-149-151; 新词条：149-143-151-149-151148
词典中最大码字：1877; 输入码字：1430，对应词条：149-151-151-151-151; 输出词条: 149-151-151-151-151; 新词条：148-151-149-151149
词典中最大码字：1878; 输入码字：911，对应词条：151-151-151-151-151-151-151-151; 输出词条: 151-151-151-151-151-151-151-151; 新词条：149-151-151-151-151151
词典中最大码字：1879; 输入码字：1734，对应词条：153-151-153-151-158-151-158-151; 输出词条: 153-151-153-151-158-151-158-151; 新词条：151-151-151-151-151-151-151-151153
词典中最大码字：1880; 输入码字：1810，对应词条：158-151-153-151-153-151-151-151; 输出词条: 158-151-153-151-153-151-151-151; 新词条：153-151-153-151-158-151-158-151158
词典中最大码字：1881; 输入码字：1437，对应词条：151-151-151-151-151-151-151-149-151; 输出词条: 151-151-151-151-151-151-151-149-151; 新词条：158-151-153-151-153-151-151-151151
词典中最大码字：1882; 输入码字：1274，对应词条：149-151-149-151-149-151; 输出词条: 149-151-149-151-149-151; 新词条：151-151-151-151-151-151-151-149-151149
词典中最大码字：1883; 输入码字：148，对应词条：148; 输出词条: 148; 新词条：149-151-149-151-149-151148
词典中最大码字：1884; 输入码字：1256，对应词条：248-248-248-248-248-248; 输出词条: 248-248-248-248-248-248; 新词条：148248
词典中最大码字：1885; 输入码字：1279，对应词条：144-248; 输出词条: 144-248; 新词条：248-248-248-248-248-248144
词典中最大码字：1886; 输入码字：1195，对应词条：248-141; 输出词条: 248-141; 新词条：144-248248
词典中最大码字：1887; 输入码字：1195，对应词条：248-141; 输出词条: 248-141; 新词条：248-141248
词典中最大码字：1888; 输入码字：617，对应词条：144-141; 输出词条: 144-141; 新词条：248-141144
词典中最大码字：1889; 输入码字：1522，对应词条：141-141-141-141-141-136; 输出词条: 141-141-141-141-141-136; 新词条：144-141141
词典中最大码字：1890; 输入码字：1283，对应词条：141-133-136; 输出词条: 141-133-136; 新词条：141-141-141-141-141-136141
词典中最大码字：1891; 输入码字：1259，对应词条：133-136-133-248; 输出词条: 133-136-133-248; 新词条：141-133-136133
词典中最大码字：1892; 输入码字：1501，对应词条：248-133-133-133; 输出词条: 248-133-133-133; 新词条：133-136-133-248248
词典中最大码字：1893; 输入码字：1200，对应词条：133-133-125-133; 输出词条: 133-133-125-133; 新词条：248-133-133-133133
词典中最大码字：1894; 输入码字：1603，对应词条：125-133-125-125; 输出词条: 125-133-125-125; 新词条：133-133-125-133125
词典中最大码字：1895; 输入码字：1288，对应词条：125-125-248-248; 输出词条: 125-125-248-248; 新词条：125-133-125-125125
词典中最大码字：1896; 输入码字：1369，对应词条：248-125-125-125; 输出词条: 248-125-125-125; 新词条：125-125-248-248248
词典中最大码字：1897; 输入码字：1826，对应词条：117-248-117-117; 输出词条: 117-248-117-117; 新词条：248-125-125-125117
词典中最大码字：1898; 输入码字：1794，对应词条：117-248-248-248; 输出词条: 117-248-248-248; 新词条：117-248-117-117117
词典中最大码字：1899; 输入码字：1411，对应词条：248-117-117; 输出词条: 248-117-117; 新词条：117-248-248-248248
词典中最大码字：1900; 输入码字：1899，对应词条：117-248-248-248-248; 输出词条: 117-248-248-248-248; 新词条：248-117-117117
词典中最大码字：1901; 输入码字：1065，对应词条：109-115-109; 输出词条: 109-115-109; 新词条：117-248-248-248-248109
词典中最大码字：1902; 输入码字：938，对应词条：109-109-109-109; 输出词条: 109-109-109-109; 新词条：109-115-109109
词典中最大码字：1903; 输入码字：702，对应词条：109-107-109; 输出词条: 109-107-109; 新词条：109-109-109-109109
词典中最大码字：1904; 输入码字：940，对应词条：164-159; 输出词条: 164-159; 新词条：109-107-109164
词典中最大码字：1905; 输入码字：942，对应词条：158-159; 输出词条: 158-159; 新词条：164-159158
词典中最大码字：1906; 输入码字：944，对应词条：151-151-150-145; 输出词条: 151-151-150-145; 新词条：158-159151
词典中最大码字：1907; 输入码字：946，对应词条：142-142; 输出词条: 142-142; 新词条：151-151-150-145142
词典中最大码字：1908; 输入码字：948，对应词条：136-137; 输出词条: 136-137; 新词条：142-142136
词典中最大码字：1909; 输入码字：950，对应词条：134-129; 输出词条: 134-129; 新词条：136-137134
词典中最大码字：1910; 输入码字：1127，对应词条：128-128-120; 输出词条: 128-128-120; 新词条：134-129128
词典中最大码字：1911; 输入码字：1621，对应词条：99-93-99-93-91; 输出词条: 99-93-99-93-91; 新词条：128-128-12099
词典中最大码字：1912; 输入码字：99，对应词条：99; 输出词条: 99; 新词条：99-93-99-93-9199
词典中最大码字：1913; 输入码字：86，对应词条：86; 输出词条: 86; 新词条：9986
词典中最大码字：1914; 输入码字：135，对应词条：135; 输出词条: 135; 新词条：86135
词典中最大码字：1915; 输入码字：165，对应词条：165; 输出词条: 165; 新词条：135165
词典中最大码字：1916; 输入码字：125，对应词条：125; 输出词条: 125; 新词条：165125
词典中最大码字：1917; 输入码字：110，对应词条：110; 输出词条: 110; 新词条：125110
词典中最大码字：1918; 输入码字：99，对应词条：99; 输出词条: 99; 新词条：11099
词典中最大码字：1919; 输入码字：1702，对应词条：76-41; 输出词条: 76-41; 新词条：9976
词典中最大码字：1920; 输入码字：95，对应词条：95; 输出词条: 95; 新词条：76-4195
词典中最大码字：1921; 输入码字：153，对应词条：153; 输出词条: 153; 新词条：95153
词典中最大码字：1922; 输入码字：154，对应词条：154; 输出词条: 154; 新词条：153154
词典中最大码字：1923; 输入码字：179，对应词条：179; 输出词条: 179; 新词条：154179
词典中最大码字：1924; 输入码字：186，对应词条：186; 输出词条: 186; 新词条：179186
词典中最大码字：1925; 输入码字：1781，对应词条：196-200; 输出词条: 196-200; 新词条：186196
词典中最大码字：1926; 输入码字：200，对应词条：200; 输出词条: 200; 新词条：196-200200
词典中最大码字：1927; 输入码字：196，对应词条：196; 输出词条: 196; 新词条：200196
词典中最大码字：1928; 输入码字：133，对应词条：133; 输出词条: 133; 新词条：196133
词典中最大码字：1929; 输入码字：864，对应词条：106-109-106; 输出词条: 106-109-106; 新词条：133106
词典中最大码字：1930; 输入码字：678，对应词条：109-107; 输出词条: 109-107; 新词条：106-109-106109
词典中最大码字：1931; 输入码字：202，对应词条：202; 输出词条: 202; 新词条：109-107202
词典中最大码字：1932; 输入码字：207，对应词条：207; 输出词条: 207; 新词条：202207
词典中最大码字：1933; 输入码字：978，对应词条：109-109-109-109-114; 输出词条: 109-109-109-109-114; 新词条：207109
词典中最大码字：1934; 输入码字：1375，对应词条：248-117-109; 输出词条: 248-117-109; 新词条：109-109-109-109-114248
词典中最大码字：1935; 输入码字：586，对应词条：117-114; 输出词条: 117-114; 新词条：248-117-109117
词典中最大码字：1936; 输入码字：1755，对应词条：248-114-117; 输出词条: 248-114-117; 新词条：117-114248
词典中最大码字：1937; 输入码字：1898，对应词条：117-248-117-117-117; 输出词条: 117-248-117-117-117; 新词条：248-114-117117
词典中最大码字：1938; 输入码字：1367，对应词条：248-248-125; 输出词条: 248-248-125; 新词条：117-248-117-117-117248
词典中最大码字：1939; 输入码字：1333，对应词条：117-248-122; 输出词条: 117-248-122; 新词条：248-248-125117
词典中最大码字：1940; 输入码字：1251，对应词条：248-125; 输出词条: 248-125; 新词条：117-248-122248
词典中最大码字：1941; 输入码字：1253，对应词条：248-125-125; 输出词条: 248-125-125; 新词条：248-125248
词典中最大码字：1942; 输入码字：1941，对应词条：248-125-248; 输出词条: 248-125-248; 新词条：248-125-125248
词典中最大码字：1943; 输入码字：600，对应词条：128-125; 输出词条: 128-125; 新词条：248-125-248128
词典中最大码字：1944; 输入码字：1251，对应词条：248-125; 输出词条: 248-125; 新词条：128-125248
词典中最大码字：1945; 输入码字：1198，对应词条：133-248; 输出词条: 133-248; 新词条：248-125133
词典中最大码字：1946; 输入码字：899，对应词条：133-133-133-133-133-133-136; 输出词条: 133-133-133-133-133-133-136; 新词条：133-248133
词典中最大码字：1947; 输入码字：1260，对应词条：248-136; 输出词条: 248-136; 新词条：133-133-133-133-133-133-136248
词典中最大码字：1948; 输入码字：1872，对应词条：133-141-136; 输出词条: 133-141-136; 新词条：248-136133
词典中最大码字：1949; 输入码字：1656，对应词条：141-136-141-141-141-141; 输出词条: 141-136-141-141-141-141; 新词条：133-141-136141
词典中最大码字：1950; 输入码字：1262，对应词条：141-141-144; 输出词条: 141-141-144; 新词条：141-136-141-141-141-141141
词典中最大码字：1951; 输入码字：905，对应词条：141-144-143; 输出词条: 141-144-143; 新词条：141-141-144141
词典中最大码字：1952; 输入码字：1345，对应词条：149-143-149-143-149-143-149; 输出词条: 149-143-149-143-149-143-149; 新词条：141-144-143149
词典中最大码字：1953; 输入码字：1806，对应词条：148-151-148-151-148-151-148-151; 输出词条: 148-151-148-151-148-151-148-151; 新词条：149-143-149-143-149-143-149148
词典中最大码字：1954; 输入码字：1348，对应词条：149-151-148-151-151-151-151; 输出词条: 149-151-148-151-151-151-151; 新词条：148-151-148-151-148-151-148-151149
词典中最大码字：1955; 输入码字：737，对应词条：151-151-151-151-151-151-153; 输出词条: 151-151-151-151-151-151-153; 新词条：149-151-148-151-151-151-151151
词典中最大码字：1956; 输入码字：1663，对应词条：151-153-151-158-151-153; 输出词条: 151-153-151-158-151-153; 新词条：151-151-151-151-151-151-153151
词典中最大码字：1957; 输入码字：1738，对应词条：151-153-151-151-151-151-151; 输出词条: 151-153-151-151-151-151-151; 新词条：151-153-151-158-151-153151
词典中最大码字：1958; 输入码字：1515，对应词条：151-151-151-148-151-149; 输出词条: 151-151-151-148-151-149; 新词条：151-153-151-151-151-151-151151
词典中最大码字：1959; 输入码字：1660，对应词条：151-148-151-148-151-148; 输出词条: 151-148-151-148-151-148; 新词条：151-151-151-148-151-149151
词典中最大码字：1960; 输入码字：1355，对应词条：149-148-149-143; 输出词条: 149-148-149-143; 新词条：151-148-151-148-151-148149
词典中最大码字：1961; 输入码字：1669，对应词条：248-248-149; 输出词条: 248-248-149; 新词条：149-148-149-143248
词典中最大码字：1962; 输入码字：1009，对应词条：143-144-143-144-141; 输出词条: 143-144-143-144-141; 新词条：248-248-149143
词典中最大码字：1963; 输入码字：1672，对应词条：143-141-143-141-141; 输出词条: 143-141-143-141-141; 新词条：143-144-143-144-141143
词典中最大码字：1964; 输入码字：1101，对应词条：141-141-136; 输出词条: 141-141-136; 新词条：143-141-143-141-141141
词典中最大码字：1965; 输入码字：927，对应词条：141-136-141-133; 输出词条: 141-136-141-133; 新词条：141-141-136141
词典中最大码字：1966; 输入码字：847，对应词条：136-133-136-133; 输出词条: 136-133-136-133; 新词条：141-136-141-133136
词典中最大码字：1967; 输入码字：1578，对应词条：133-133-248-133; 输出词条: 133-133-248-133; 新词条：136-133-136-133133
词典中最大码字：1968; 输入码字：662，对应词条：133-133-133-125; 输出词条: 133-133-133-125; 新词条：133-133-248-133133
词典中最大码字：1969; 输入码字：602，对应词条：133-125; 输出词条: 133-125; 新词条：133-133-133-125133
词典中最大码字：1970; 输入码字：1107，对应词条：128-125-125-125-125; 输出词条: 128-125-125-125-125; 新词条：133-125128
词典中最大码字：1971; 输入码字：766，对应词条：125-125-125-125-122; 输出词条: 125-125-125-125-122; 新词条：128-125-125-125-125125
词典中最大码字：1972; 输入码字：1110，对应词条：125-117-125-117-117; 输出词条: 125-117-125-117-117; 新词条：125-125-125-125-122125
词典中最大码字：1973; 输入码字：712，对应词条：117-117-117-117-117-117; 输出词条: 117-117-117-117-117-117; 新词条：125-117-125-117-117117
词典中最大码字：1974; 输入码字：1020，对应词条：114-117-114-117-109; 输出词条: 114-117-114-117-109; 新词条：117-117-117-117-117-117114
词典中最大码字：1975; 输入码字：1154，对应词条：114-109-114; 输出词条: 114-109-114; 新词条：114-117-114-117-109114
词典中最大码字：1976; 输入码字：1022，对应词条：109-109-109-109-107; 输出词条: 109-109-109-109-107; 新词条：114-109-114109
词典中最大码字：1977; 输入码字：863，对应词条：109-107-109-106; 输出词条: 109-107-109-106; 新词条：109-109-109-109-107109
词典中最大码字：1978; 输入码字：1379，对应词条：167-159-161; 输出词条: 167-159-161; 新词条：109-107-109-106167
词典中最大码字：1979; 输入码字：1028，对应词条：158-158; 输出词条: 158-158; 新词条：167-159-161158
词典中最大码字：1980; 输入码字：1030，对应词条：150-153; 输出词条: 150-153; 新词条：158-158150
词典中最大码字：1981; 输入码字：1032，对应词条：145-145; 输出词条: 145-145; 新词条：150-153145
词典中最大码字：1982; 输入码字：1908，对应词条：142-142-136; 输出词条: 142-142-136; 新词条：145-145142
词典中最大码字：1983; 输入码字：1385，对应词条：136-128-129; 输出词条: 136-128-129; 新词条：142-142-136136
词典中最大码字：1984; 输入码字：1693，对应词条：128-128-93; 输出词条: 128-128-93; 新词条：136-128-129128
词典中最大码字：1985; 输入码字：426，对应词条：99-91; 输出词条: 99-91; 新词条：128-128-9399
词典中最大码字：1986; 输入码字：1040，对应词条：94-99-93; 输出词条: 94-99-93; 新词条：99-9194
词典中最大码字：1987; 输入码字：275，对应词条：77-80; 输出词条: 77-80; 新词条：94-99-9377
词典中最大码字：1988; 输入码字：785，对应词条：99-99-99-93; 输出词条: 99-99-99-93; 新词条：77-8099
词典中最大码字：1989; 输入码字：74，对应词条：74; 输出词条: 74; 新词条：99-99-99-9374
词典中最大码字：1990; 输入码字：59，对应词条：59; 输出词条: 59; 新词条：7459
词典中最大码字：1991; 输入码字：106，对应词条：106; 输出词条: 106; 新词条：59106
词典中最大码字：1992; 输入码字：157，对应词条：157; 输出词条: 157; 新词条：106157
词典中最大码字：1993; 输入码字：165，对应词条：165; 输出词条: 165; 新词条：157165
词典中最大码字：1994; 输入码字：180，对应词条：180; 输出词条: 180; 新词条：165180
词典中最大码字：1995; 输入码字：178，对应词条：178; 输出词条: 178; 新词条：180178
词典中最大码字：1996; 输入码字：1926，对应词条：196-200-200; 输出词条: 196-200-200; 新词条：178196
词典中最大码字：1997; 输入码字：184，对应词条：184; 输出词条: 184; 新词条：196-200-200184
词典中最大码字：1998; 输入码字：118，对应词条：118; 输出词条: 118; 新词条：184118
词典中最大码字：1999; 输入码字：1458，对应词条：109-107-109-107-109; 输出词条: 109-107-109-107-109; 新词条：118109
词典中最大码字：2000; 输入码字：1062，对应词条：198-197; 输出词条: 198-197; 新词条：109-107-109-107-109198
词典中最大码字：2001; 输入码字：1408，对应词条：109-110-109-115; 输出词条: 109-110-109-115; 新词条：198-197109
词典中最大码字：2002; 输入码字：1494，对应词条：248-117-114-117; 输出词条: 248-117-114-117; 新词条：109-110-109-115248
词典中最大码字：2003; 输入码字：587，对应词条：114-117-117; 输出词条: 114-117-117; 新词条：248-117-114-117114
词典中最大码字：2004; 输入码字：1679，对应词条：248-248-248-248-117; 输出词条: 248-248-248-248-117; 新词条：114-117-117248
词典中最大码字：2005; 输入码字：1571，对应词条：248-248-117; 输出词条: 248-248-117; 新词条：248-248-248-248-117248
词典中最大码字：2006; 输入码字：1335，对应词条：125-117-248; 输出词条: 125-117-248; 新词条：248-248-117125
词典中最大码字：2007; 输入码字：597，对应词条：125-125-125; 输出词条: 125-125-125; 新词条：125-117-248125
词典中最大码字：2008; 输入码字：1367，对应词条：248-248-125; 输出词条: 248-248-125; 新词条：125-125-125248
词典中最大码字：2009; 输入码字：1677，对应词条：248-128-125; 输出词条: 248-128-125; 新词条：248-248-125248
词典中最大码字：2010; 输入码字：128，对应词条：128; 输出词条: 128; 新词条：248-128-125128
词典中最大码字：2011; 输入码字：1104，对应词条：248-133; 输出词条: 248-133; 新词条：128248
词典中最大码字：2012; 输入码字：2011，对应词条：128-248; 输出词条: 128-248; 新词条：248-133128
词典中最大码字：2013; 输入码字：1968，对应词条：133-133-248-133-133; 输出词条: 133-133-248-133-133; 新词条：128-248133
词典中最大码字：2014; 输入码字：1727，对应词条：136-133-136-133-248-136; 输出词条: 136-133-136-133-248-136; 新词条：133-133-248-133-133136
词典中最大码字：2015; 输入码字：1656，对应词条：141-136-141-141-141-141; 输出词条: 141-136-141-141-141-141; 新词条：136-133-136-133-248-136141
词典中最大码字：2016; 输入码字：1803，对应词条：143-141-143-141-144; 输出词条: 143-141-143-141-144; 新词条：141-136-141-141-141-141143
词典中最大码字：2017; 输入码字：1730，对应词条：143-144-143-149-144-149; 输出词条: 143-144-143-149-144-149; 新词条：143-141-143-141-144143
词典中最大码字：2018; 输入码字：1082，对应词条：143-151; 输出词条: 143-151; 新词条：143-144-143-149-144-149143
词典中最大码字：2019; 输入码字：1740，对应词条：149-151-149-151-149-151-149; 输出词条: 149-151-149-151-149-151-149; 新词条：143-151149
词典中最大码字：2020; 输入码字：1589，对应词条：151-151-151-151-151-151-151-151-151-151-151; 输出词条: 151-151-151-151-151-151-151-151-151-151-151; 新词条：149-151-149-151-149-151-149151
词典中最大码字：2021; 输入码字：1590，对应词条：151-153-151-153-151-158; 输出词条: 151-153-151-153-151-158; 新词条：151-151-151-151-151-151-151-151-151-151-151151
词典中最大码字：2022; 输入码字：1433，对应词条：151-158-151-159-153; 输出词条: 151-158-151-159-153; 新词条：151-153-151-153-151-158151
词典中最大码字：2023; 输入码字：1271，对应词条：158-151-158-151-153-151; 输出词条: 158-151-158-151-153-151; 新词条：151-158-151-159-153158
词典中最大码字：2024; 输入码字：1002，对应词条：153-151-151-151; 输出词条: 153-151-151-151; 新词条：158-151-158-151-153-151153
词典中最大码字：2025; 输入码字：1882，对应词条：151-151-151-151-151-151-151-149-151-149; 输出词条: 151-151-151-151-151-151-151-149-151-149; 新词条：153-151-151-151151
词典中最大码字：2026; 输入码字：750，对应词条：151-149-151-149-151; 输出词条: 151-149-151-149-151; 新词条：151-151-151-151-151-151-151-149-151-149151
词典中最大码字：2027; 输入码字：1884，对应词条：148-248; 输出词条: 148-248; 新词条：151-149-151-149-151148
词典中最大码字：2028; 输入码字：752，对应词条：149-149; 输出词条: 149-149; 新词条：148-248149
词典中最大码字：2029; 输入码字：1440，对应词条：143-149-143-144; 输出词条: 143-149-143-144; 新词条：149-149143
词典中最大码字：2030; 输入码字：904，对应词条：141-144-141; 输出词条: 141-144-141; 新词条：143-149-143-144141
词典中最大码字：2031; 输入码字：1964，对应词条：143-141-143-141-141-141; 输出词条: 143-141-143-141-141-141; 新词条：141-144-141143
词典中最大码字：2032; 输入码字：1966，对应词条：141-136-141-133-136; 输出词条: 141-136-141-133-136; 新词条：143-141-143-141-141-141141
词典中最大码字：2033; 输入码字：1197，对应词条：133-136-133-136-133-133-133-133; 输出词条: 133-136-133-136-133-133-133-133; 新词条：141-136-141-133-136133
词典中最大码字：2034; 输入码字：1894，对应词条：133-133-125-133-125; 输出词条: 133-133-125-133-125; 新词条：133-136-133-136-133-133-133-133133
词典中最大码字：2035; 输入码字：1072，对应词条：128-125-128-125; 输出词条: 128-125-128-125; 新词条：133-133-125-133-125128
词典中最大码字：2036; 输入码字：666，对应词条：125-125-125-125-125; 输出词条: 125-125-125-125-125; 新词条：128-125-128-125125
词典中最大码字：2037; 输入码字：854，对应词条：122-125-122-125-117; 输出词条: 122-125-122-125-117; 新词条：125-125-125-125-125122
词典中最大码字：2038; 输入码字：769，对应词条：125-117-117; 输出词条: 125-117-117; 新词条：122-125-122-125-117125
词典中最大码字：2039; 输入码字：1205，对应词条：117-117-117-117-114; 输出词条: 117-117-117-117-114; 新词条：125-117-117117
词典中最大码字：2040; 输入码字：892，对应词条：117-114-117-114-117; 输出词条: 117-114-117-114-117; 新词条：117-117-117-117-114117
词典中最大码字：2041; 输入码字：1065，对应词条：109-115-109; 输出词条: 109-115-109; 新词条：117-114-117-114-117109
词典中最大码字：2042; 输入码字：775，对应词条：110-109-109; 输出词条: 110-109-109; 新词条：109-115-109110
词典中最大码字：2043; 输入码字：1759，对应词条：107-109-107-109-164-166; 输出词条: 107-109-107-109-164-166; 新词条：110-109-109107
词典中最大码字：2044; 输入码字：1118，对应词条：158-158-151; 输出词条: 158-158-151; 新词条：107-109-107-109-164-166158
词典中最大码字：2045; 输入码字：153，对应词条：153; 输出词条: 153; 新词条：158-158-151153
词典中最大码字：2046; 输入码字：1120，对应词条：150-145; 输出词条: 150-145; 新词条：153150
词典中最大码字：2047; 输入码字：142，对应词条：142; 输出词条: 142; 新词条：150-145142
词典中最大码字：2048; 输入码字：1122，对应词条：144-136; 输出词条: 144-136; 新词条：142144
词典中最大码字：2049; 输入码字：1124，对应词条：136-134; 输出词条: 136-134; 新词条：144-136136
词典中最大码字：2050; 输入码字：1126，对应词条：134-128; 输出词条: 134-128; 新词条：136-134134
词典中最大码字：2051; 输入码字：1766，对应词条：128-120-99-99; 输出词条: 128-120-99-99; 新词条：134-128128
